"","INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location"
"4823","I182065376",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","E18",490,"","2018-08-16 12:47:00",2018,8,"Thursday",12,"Part Three","AMERICAN LEGION HWY",42.27531312,-71.11587798,"(42.27531312, -71.11587798)"
"4824","I182065392",3115,"Investigate Person","INVESTIGATE PERSON","B2",904,"","2018-08-16 12:41:00",2018,8,"Thursday",12,"Part Three","BETHUNE WAY",42.32987783,-71.08020543,"(42.32987783, -71.08020543)"
"4825","I182065372",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B2",258,"","2018-08-16 12:36:00",2018,8,"Thursday",12,"Part One","BIRD ST",42.3146396,-71.06833221,"(42.31463960, -71.06833221)"
"4826","I182065365",3208,"Property Lost","PROPERTY - MISSING","D4",161,"","2018-08-16 12:27:00",2018,8,"Thursday",12,"Part Three","TREMONT ST",42.345903,-71.06946322,"(42.34590300, -71.06946322)"
"4827","I182065368",3301,"Verbal Disputes","VERBAL DISPUTE","C6",226,"","2018-08-16 12:19:00",2018,8,"Thursday",12,"Part Three","L ST",42.334165,-71.03533745,"(42.33416500, -71.03533745)"
"4828","I182065381",3114,"Investigate Property","INVESTIGATE PROPERTY","B3",469,"","2018-08-16 12:15:00",2018,8,"Thursday",12,"Part Three","COLORADO ST",42.27882383,-71.09777223,"(42.27882383, -71.09777223)"
"4829","I182065385",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2",267,"","2018-08-16 12:13:00",2018,8,"Thursday",12,"Part Three","DUDLEY ST",42.32742591,-71.07702562,"(42.32742591, -71.07702562)"
"4830","I182065360",1106,"Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","A1",76,"","2018-08-16 12:13:00",2018,8,"Thursday",12,"Part Two","CANAL ST",42.36489527,-71.06050249,"(42.36489527, -71.06050249)"
"4831","I182065361",3410,"Towed","TOWED MOTOR VEHICLE","D14",788,"","2018-08-16 12:05:00",2018,8,"Thursday",12,"Part Three","COMMONWEALTH AVE",42.33970952,-71.15175699,"(42.33970952, -71.15175699)"
"4832","I182068510",3201,"Property Lost","PROPERTY - LOST","C6",913,"","2018-08-16 12:00:00",2018,8,"Thursday",12,"Part Three","HARBOR CREST CT",42.31961263,-71.04566609,"(42.31961263, -71.04566609)"
"4833","I182065951",3201,"Property Lost","PROPERTY - LOST","A7",24,"","2018-08-16 12:00:00",2018,8,"Thursday",12,"Part Three","MERIDIAN ST",42.37901498,-71.03920664,"(42.37901498, -71.03920664)"
"4834","I182065775",3018,"Medical Assistance","SICK/INJURED/MEDICAL - POLICE","B3",422,"","2018-08-16 12:00:00",2018,8,"Thursday",12,"Part Three","RIVER ST",42.27133005,-71.08299865,"(42.27133005, -71.08299865)"
"4835","I182065628",3207,"Property Found","PROPERTY - FOUND","E5",710,"","2018-08-16 12:00:00",2018,8,"Thursday",12,"Part Three","WASHINGTON ST",42.26716726,-71.15073491,"(42.26716726, -71.15073491)"
"4836","I182065377",1874,"Drug Violation","DRUGS - OTHER","C6",200,"","2018-08-16 12:00:00",2018,8,"Thursday",12,"Part Two","W BROADWAY",42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
"4837","I182065367",2647,"Other","THREATS TO DO BODILY HARM","B3",434,"","2018-08-16 12:00:00",2018,8,"Thursday",12,"Part Two","THETFORD AVE",42.28465991,-71.07839997,"(42.28465991, -71.07839997)"
"4838","I182065362",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2",NA,"","2018-08-16 12:00:00",2018,8,"Thursday",12,"Part Three","WARREN ST",NA,NA,"(0.00000000, 0.00000000)"
"4839","I182065495",3201,"Property Lost","PROPERTY - LOST","D4",143,"","2018-08-16 11:45:00",2018,8,"Thursday",11,"Part Three","BOYLSTON ST",42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
"4840","I182065387",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","C11",351,"","2018-08-16 11:45:00",2018,8,"Thursday",11,"Part One","DORCHESTER AVE",42.30028028,-71.06015261,"(42.30028028, -71.06015261)"
"4841","I182065355",613,"Larceny","LARCENY SHOPLIFTING","D4",134,"","2018-08-16 11:42:09",2018,8,"Thursday",11,"Part One","NEWBURY ST",42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
"4842","I182065370",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","D14",806,"","2018-08-16 11:29:00",2018,8,"Thursday",11,"Part Three","WESTERN AVE",42.36284173,-71.13792234,"(42.36284173, -71.13792234)"
"4843","I182065370",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","D14",806,"","2018-08-16 11:29:00",2018,8,"Thursday",11,"Part Three","WESTERN AVE",42.36284173,-71.13792234,"(42.36284173, -71.13792234)"
"4844","I182065346",3410,"Towed","TOWED MOTOR VEHICLE","A15",59,"","2018-08-16 11:29:00",2018,8,"Thursday",11,"Part Three","AUSTIN ST",42.37522355,-71.0645578,"(42.37522355, -71.06455780)"
"4845","I182065364",520,"Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","A7",24,"","2018-08-16 11:25:00",2018,8,"Thursday",11,"Part One","TRENTON ST",42.37887838,-71.03643423,"(42.37887838, -71.03643423)"
"4846","I182065359",724,"Auto Theft","AUTO THEFT","C6",178,"","2018-08-16 11:15:00",2018,8,"Thursday",11,"Part One","MASSACHUSETTS AVE",42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
"4847","I182065359",735,"Auto Theft Recovery","RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)","C6",178,"","2018-08-16 11:15:00",2018,8,"Thursday",11,"Other","MASSACHUSETTS AVE",42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
"4848","I182065349",3301,"Verbal Disputes","VERBAL DISPUTE","B3",476,"","2018-08-16 11:09:00",2018,8,"Thursday",11,"Part Three","CUMMINS HWY",42.2686423,-71.095655,"(42.26864230, -71.09565500)"
"4849","I182065351",613,"Larceny","LARCENY SHOPLIFTING","E13",304,"","2018-08-16 11:07:00",2018,8,"Thursday",11,"Part One","COLUMBUS AVE",42.31771534,-71.09823049,"(42.31771534, -71.09823049)"
"4850","I182065340",3114,"Investigate Property","INVESTIGATE PROPERTY","A1",61,"","2018-08-16 11:04:00",2018,8,"Thursday",11,"Part Three","LEGENDS WAY",42.36643546,-71.06135413,"(42.36643546, -71.06135413)"
"4851","I182065451",1102,"Fraud","FRAUD - FALSE PRETENSE / SCHEME","D4",172,"","2018-08-16 11:00:00",2018,8,"Thursday",11,"Part Two","MASSACHUSETTS AVE",42.33311189,-71.0727637,"(42.33311189, -71.07276370)"
"4852","I182065380",3114,"Investigate Property","INVESTIGATE PROPERTY","B3",469,"","2018-08-16 10:55:00",2018,8,"Thursday",10,"Part Three","TENNIS RD",42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
"4853","I182065352",2610,"Other","TRESPASSING","D4",130,"","2018-08-16 10:54:00",2018,8,"Thursday",10,"Part Two","BOYLSTON ST",42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
"4854","I182065356",3112,"Landlord/Tenant Disputes","LANDLORD - TENANT SERVICE","B3",429,"","2018-08-16 10:53:00",2018,8,"Thursday",10,"Part Three","WILDWOOD ST",42.28378654,-71.0871581,"(42.28378654, -71.08715810)"
"4855","I182065357",3207,"Property Found","PROPERTY - FOUND","E13",579,"","2018-08-16 10:51:00",2018,8,"Thursday",10,"Part Three","CENTRE ST",42.32289115,-71.10183243,"(42.32289115, -71.10183243)"
"4856","I182065358",3119,"Firearm Discovery","FIREARM/WEAPON - FOUND OR CONFISCATED","B2",288,"","2018-08-16 10:47:00",2018,8,"Thursday",10,"Part Three","ROXBURY ST",42.3296087,-71.08462109,"(42.32960870, -71.08462109)"
"4857","I182065554",3106,"Property Related Damage","PROPERTY - ACCIDENTAL DAMAGE","C6",NA,"","2018-08-16 10:45:00",2018,8,"Thursday",10,"Part Three","",42.33513752,-71.05520076,"(42.33513752, -71.05520076)"
"4858","I182065347",3503,"Missing Person Located","MISSING PERSON - NOT REPORTED - LOCATED","D14",783,"","2018-08-16 10:43:00",2018,8,"Thursday",10,"Part Three","GORDON ST",42.34966796,-71.13995527,"(42.34966796, -71.13995527)"
"4859","I182065344",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2",279,"","2018-08-16 10:36:00",2018,8,"Thursday",10,"Part Three","ZEIGLER ST",42.32898193,-71.07956761,"(42.32898193, -71.07956761)"
"4860","I182066010",617,"Larceny","LARCENY THEFT FROM BUILDING","E5",723,"","2018-08-16 10:30:00",2018,8,"Thursday",10,"Part One","LAURIE AVE",42.26929195,-71.17110585,"(42.26929195, -71.17110585)"
"4861","I182065350",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11",374,"","2018-08-16 10:30:00",2018,8,"Thursday",10,"Part Three","FREEPORT ST",42.29186135,-71.04809577,"(42.29186135, -71.04809577)"
"4862","I182065337",613,"Larceny","LARCENY SHOPLIFTING","A1",65,"","2018-08-16 10:28:00",2018,8,"Thursday",10,"Part One","CAMBRIDGE ST",42.36122324,-71.06593235,"(42.36122324, -71.06593235)"
"4863","I182065339",1504,"Other","WEAPON - OTHER - OTHER VIOLATION","C11",359,"","2018-08-16 10:24:00",2018,8,"Thursday",10,"Part Two","WASHINGTON ST",42.29360585,-71.0718865,"(42.29360585, -71.07188650)"
"4864","I182065332",3001,"Medical Assistance","DEATH INVESTIGATION","E5",677,"","2018-08-16 10:13:00",2018,8,"Thursday",10,"Part Three","COLBY RD",42.2931216,-71.13829025,"(42.29312160, -71.13829025)"
"4865","I182065336",735,"Auto Theft Recovery","RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)","C11",397,"","2018-08-16 10:11:00",2018,8,"Thursday",10,"Other","LITHGOW ST",42.29037227,-71.06845477,"(42.29037227, -71.06845477)"
"4866","I182065353",1402,"Vandalism","VANDALISM","A7",19,"","2018-08-16 10:06:00",2018,8,"Thursday",10,"Part Two","SARATOGA ST",42.37864819,-71.03089238,"(42.37864819, -71.03089238)"
"4867","I182065789",617,"Larceny","LARCENY THEFT FROM BUILDING","C11",357,"","2018-08-16 10:00:00",2018,8,"Thursday",10,"Part One","DAKOTA ST",42.29938509,-71.06978865,"(42.29938509, -71.06978865)"
"4868","I182065442",3201,"Property Lost","PROPERTY - LOST","B3",476,"","2018-08-16 10:00:00",2018,8,"Thursday",10,"Part Three","CUMMINS HWY",42.2686423,-71.095655,"(42.26864230, -71.09565500)"
"4869","I182065426",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2",265,"","2018-08-16 09:45:00",2018,8,"Thursday",9,"Part Three","WAVERLY ST",42.32037671,-71.07903447,"(42.32037671, -71.07903447)"
"4870","I182065327",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","B3",481,"","2018-08-16 09:34:00",2018,8,"Thursday",9,"Part Three","CUMMINS HWY",42.26857609,-71.09574826,"(42.26857609, -71.09574826)"
"4871","I182065629",3114,"Investigate Property","INVESTIGATE PROPERTY","A7",25,"","2018-08-16 09:30:00",2018,8,"Thursday",9,"Part Three","CONDOR ST",42.38259067,-71.03769466,"(42.38259067, -71.03769466)"
"4872","I182065326",3410,"Towed","TOWED MOTOR VEHICLE","C11",360,"","2018-08-16 09:30:00",2018,8,"Thursday",9,"Part Three","MELVILLE AVE",42.29594238,-71.06190644,"(42.29594238, -71.06190644)"
"4873","I182065712",1106,"Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","C6",186,"","2018-08-16 09:21:00",2018,8,"Thursday",9,"Part Two","ALLSTATE RD",42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
"4874","I182065341",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","C6",175,"","2018-08-16 09:20:00",2018,8,"Thursday",9,"Part Three","SOUTHAMPTON ST",42.33152868,-71.06721698,"(42.33152868, -71.06721698)"
"4875","I182065635",2647,"Other","THREATS TO DO BODILY HARM","A1",99,"","2018-08-16 09:13:00",2018,8,"Thursday",9,"Part Two","EXCHANGE PL",42.35815345,-71.05605818,"(42.35815345, -71.05605818)"
"4876","I182065323",1849,"Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","D14",786,"","2018-08-16 09:08:00",2018,8,"Thursday",9,"Part Two","SUTHERLAND RD",42.34096857,-71.14721092,"(42.34096857, -71.14721092)"
"4877","I182068788",1001,"Counterfeiting","FORGERY / COUNTERFEITING","A1",80,"","2018-08-16 09:00:00",2018,8,"Thursday",9,"Part Two","HULL ST",42.36674654,-71.055594,"(42.36674654, -71.05559400)"
"4878","I182067669",617,"Larceny","LARCENY THEFT FROM BUILDING","D4",139,"","2018-08-16 09:00:00",2018,8,"Thursday",9,"Part One","HEREFORD ST",42.35131798,-71.08689338,"(42.35131798, -71.08689338)"
"4879","I182065490",3201,"Property Lost","PROPERTY - LOST","B2",319,"","2018-08-16 09:00:00",2018,8,"Thursday",9,"Part Three","SONOMA ST",42.30845311,-71.08718664,"(42.30845311, -71.08718664)"
"4880","I182065465",1102,"Fraud","FRAUD - FALSE PRETENSE / SCHEME","A1",113,"","2018-08-16 09:00:00",2018,8,"Thursday",9,"Part Two","SUMMER ST",42.35426247,-71.05883334,"(42.35426247, -71.05883334)"
"4881","I182065383",3503,"Missing Person Located","MISSING PERSON - NOT REPORTED - LOCATED","C11",359,"","2018-08-16 09:00:00",2018,8,"Thursday",9,"Part Three","REGINA RD",42.29524857,-71.07108773,"(42.29524857, -71.07108773)"
"4882","I182065313",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","B3",419,"","2018-08-16 08:45:00",2018,8,"Thursday",8,"Part Three","FULLER ST",42.28072751,-71.07713631,"(42.28072751, -71.07713631)"
"4883","I182065330",735,"Auto Theft Recovery","RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)","D4",272,"","2018-08-16 08:43:11",2018,8,"Thursday",8,"Other","E LENOX ST",42.33406106,-71.0775625,"(42.33406106, -71.07756250)"
"4884","I182065325",613,"Larceny","LARCENY SHOPLIFTING","D4",168,"","2018-08-16 08:32:00",2018,8,"Thursday",8,"Part One","WASHINGTON ST",42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
"4885","I182065538",522,"Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","C11",236,"","2018-08-16 08:30:00",2018,8,"Thursday",8,"Part One","POND ST",42.31961996,-71.05951046,"(42.31961996, -71.05951046)"
"4886","I182065318",3301,"Verbal Disputes","VERBAL DISPUTE","B2",288,"","2018-08-16 08:30:00",2018,8,"Thursday",8,"Part Three","ROXBURY ST",42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
"4887","I182065324",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","D4",170,"","2018-08-16 08:26:00",2018,8,"Thursday",8,"Part Two","E SPRINGFIELD ST",42.3360292,-71.07517847,"(42.33602920, -71.07517847)"
"4888","I182065320",3410,"Towed","TOWED MOTOR VEHICLE","C6",200,"","2018-08-16 08:11:00",2018,8,"Thursday",8,"Part Three","W BROADWAY",42.34234193,-71.05633276,"(42.34234193, -71.05633276)"
"4889","I182065309",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","C11",823,"","2018-08-16 08:11:00",2018,8,"Thursday",8,"Part One","DOWNER AVE",42.31154172,-71.06122543,"(42.31154172, -71.06122543)"
"4890","I182065309",1402,"Vandalism","VANDALISM","C11",823,"","2018-08-16 08:11:00",2018,8,"Thursday",8,"Part Two","DOWNER AVE",42.31154172,-71.06122543,"(42.31154172, -71.06122543)"
"4891","I182065616",3201,"Property Lost","PROPERTY - LOST","D4",145,"","2018-08-16 08:00:00",2018,8,"Thursday",8,"Part Three","MASSACHUSETTS AVE",42.34243945,-71.0844553,"(42.34243945, -71.08445530)"
"4892","I182065319",3114,"Investigate Property","INVESTIGATE PROPERTY","D4",134,"","2018-08-16 07:55:00",2018,8,"Thursday",7,"Part Three","NEWBURY ST",42.35237073,-71.07227173,"(42.35237073, -71.07227173)"
"4893","I182065299",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","D4",157,"","2018-08-16 07:49:00",2018,8,"Thursday",7,"Part Three","TREMONT ST",42.34072169,-71.07768509,"(42.34072169, -71.07768509)"
"4894","I182065308",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3",441,"","2018-08-16 07:48:00",2018,8,"Thursday",7,"Part Three","NIGHTINGALE ST",42.29474312,-71.08503786,"(42.29474312, -71.08503786)"
"4895","I182065314",1402,"Vandalism","VANDALISM","E18",532,"","2018-08-16 07:46:00",2018,8,"Thursday",7,"Part Two","MCDONOUGH CT",42.24268556,-71.13476616,"(42.24268556, -71.13476616)"
"4896","I182065312",3410,"Towed","TOWED MOTOR VEHICLE","B2",300,"","2018-08-16 07:46:00",2018,8,"Thursday",7,"Part Three","ELLIS ST",42.32316762,-71.09177065,"(42.32316762, -71.09177065)"
"4897","I182065301",2619,"Prisoner Related Incidents","FUGITIVE FROM JUSTICE","B2",605,"","2018-08-16 07:33:00",2018,8,"Thursday",7,"Part Two","WAIT ST",42.33302058,-71.1062127,"(42.33302058, -71.10621270)"
"4898","I182065335",3410,"Towed","TOWED MOTOR VEHICLE","D14",924,"","2018-08-16 07:32:00",2018,8,"Thursday",7,"Part Three","COMMONWEALTH AVE",42.34447229,-71.14273883,"(42.34447229, -71.14273883)"
"4899","I182065331",3207,"Property Found","PROPERTY - FOUND","E5",724,"","2018-08-16 07:30:00",2018,8,"Thursday",7,"Part Three","CALEDONIAN AVE",42.26903527,-71.17143892,"(42.26903527, -71.17143892)"
"4900","I182065302",3119,"Firearm Discovery","FIREARM/WEAPON - FOUND OR CONFISCATED","B2",613,"","2018-08-16 07:20:00",2018,8,"Thursday",7,"Part Three","RIVERWAY",42.34336892,-71.10472158,"(42.34336892, -71.10472158)"
"4901","I182065302",2900,"Other","VAL - VIOLATION OF AUTO LAW - OTHER","B2",613,"","2018-08-16 07:20:00",2018,8,"Thursday",7,"Part Two","RIVERWAY",42.34336892,-71.10472158,"(42.34336892, -71.10472158)"
"4902","I182065303",619,"Larceny","LARCENY ALL OTHERS","B2",288,"","2018-08-16 07:00:00",2018,8,"Thursday",7,"Part One","ROXBURY ST",42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
"4903","I182065303",2632,"Evading Fare","EVADING FARE","B2",288,"","2018-08-16 07:00:00",2018,8,"Thursday",7,"Part Two","ROXBURY ST",42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
"4904","I182065317",617,"Larceny","LARCENY THEFT FROM BUILDING","A1",115,"","2018-08-16 06:41:00",2018,8,"Thursday",6,"Part One","LINCOLN ST",42.35201794,-71.05811581,"(42.35201794, -71.05811581)"
"4905","I182065599",3502,"Missing Person Located","MISSING PERSON - LOCATED","C11",360,"","2018-08-16 06:30:00",2018,8,"Thursday",6,"Part Three","PAISLEY PARK",42.29707502,-71.06381418,"(42.29707502, -71.06381418)"
"4906","I182065295",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","B2",177,"","2018-08-16 05:48:00",2018,8,"Thursday",5,"Part One","",NA,NA,"(0.00000000, 0.00000000)"
"4907","I182065300",3108,"Fire Related Reports","FIRE REPORT - HOUSE, BUILDING, ETC.","B2",291,"","2018-08-16 05:18:00",2018,8,"Thursday",5,"Part Three","LINWOOD SQ",42.3288976,-71.09359501,"(42.32889760, -71.09359501)"
"4908","I182070042",619,"Larceny","LARCENY ALL OTHERS","C11",345,"","2018-08-16 05:00:00",2018,8,"Thursday",5,"Part One","RIDGEWOOD ST",42.30209443,-71.06575183,"(42.30209443, -71.06575183)"
"4909","I182065291",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2",586,"","2018-08-16 04:37:00",2018,8,"Thursday",4,"Part Three","TERRACE ST",42.32746198,-71.09852527,"(42.32746198, -71.09852527)"
"4910","I182065289",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B3",441,"","2018-08-16 03:44:00",2018,8,"Thursday",3,"Part Two","NIGHTINGALE ST",42.29474312,-71.08503786,"(42.29474312, -71.08503786)"
"4911","I182065289",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","B3",441,"","2018-08-16 03:44:00",2018,8,"Thursday",3,"Part Three","NIGHTINGALE ST",42.29474312,-71.08503786,"(42.29474312, -71.08503786)"
"4912","I182065288",3115,"Investigate Person","INVESTIGATE PERSON","D4",627,"","2018-08-16 03:36:00",2018,8,"Thursday",3,"Part Three","KILMARNOCK ST",42.34353469,-71.09980109,"(42.34353469, -71.09980109)"
"4913","I182065284",3115,"Investigate Person","INVESTIGATE PERSON","A7",28,"","2018-08-16 03:08:00",2018,8,"Thursday",3,"Part Three","MERIDIAN ST",42.37119011,-71.03898227,"(42.37119011, -71.03898227)"
"4914","I182065293",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11",242,"","2018-08-16 02:43:00",2018,8,"Thursday",2,"Part Three","SUMNER SQ",42.3163254,-71.06223796,"(42.31632540, -71.06223796)"
"4915","I182065283",613,"Larceny","LARCENY SHOPLIFTING","C11",370,"","2018-08-16 02:26:00",2018,8,"Thursday",2,"Part One","WILLIAM T MORRISSEY BLVD",42.29767279,-71.04941018,"(42.29767279, -71.04941018)"
"4916","I182065282",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C6",194,"","2018-08-16 02:19:00",2018,8,"Thursday",2,"Part Three","MIDDLE ST",42.33204066,-71.05602989,"(42.33204066, -71.05602989)"
"4917","I182065286",3115,"Investigate Person","INVESTIGATE PERSON","C11",340,"","2018-08-16 02:11:00",2018,8,"Thursday",2,"Part Three","DRAPER ST",42.30540715,-71.06547135,"(42.30540715, -71.06547135)"
"4918","I182065278",1842,"Drug Violation","DRUGS - POSS CLASS A - HEROIN, ETC. ","C11",349,"","2018-08-16 02:02:00",2018,8,"Thursday",2,"Part Two","ADAMS ST",42.30385443,-71.06087585,"(42.30385443, -71.06087585)"
"4919","I182065279",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","B2",NA,"","2018-08-16 02:00:00",2018,8,"Thursday",2,"Part Three","COPELAND ST",NA,NA,"(0.00000000, 0.00000000)"
"4920","I182065277",3115,"Investigate Person","INVESTIGATE PERSON","A15",900,"","2018-08-16 01:24:00",2018,8,"Thursday",1,"Part Three","BUNKER HILL ST",42.37847466,-71.06111453,"(42.37847466, -71.06111453)"
"4921","I182065281",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A1",119,"","2018-08-16 01:23:00",2018,8,"Thursday",1,"Part Three","PARK ST",42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
"4922","I182065287",3114,"Investigate Property","INVESTIGATE PROPERTY","C6",207,"","2018-08-16 01:20:00",2018,8,"Thursday",1,"Part Three","NORTHERN AVE",42.35020086,-71.04221928,"(42.35020086, -71.04221928)"
