"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Weapon.Used.Code","Weapon.Description","Status.Code","Status.Description","Crime.Code.1","Crime.Code.2","Crime.Code.3","Crime.Code.4","Address","Cross.Street","Location"
"3647",111406069,"02/02/2011","12/31/2010",2300,14,"Pacific",1431,310,"BURGLARY","0344",NA,"M","W",210,"RESTAURANT/FAST FOOD",NA,"","IC","Invest Cont",310,NA,NA,NA,"1600    ABBOT KINNEY                 BL","","(33.9899, -118.4638)"
"3648",111500503,"12/31/2010","12/31/2010",1820,15,"N Hollywood",1581,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 0416 0417 0429 0444 0602 0561 0913 1414",55,"M","W",501,"SINGLE FAMILY DWELLING",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",230,NA,NA,NA,"13200    VALLEYHEART                  DR","","(34.1488, -118.4206)"
"3649",111504007,"01/01/2011","12/31/2010",1800,15,"N Hollywood",1533,510,"VEHICLE - STOLEN","",10,"","",104,"DRIVEWAY",NA,"","IC","Invest Cont",510,NA,NA,NA,"5700    AGNES                        AV","","(34.1739, -118.3954)"
"3650",111504017,"12/31/2010","12/31/2010",1700,15,"N Hollywood",1514,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0202 0344 0400 0416 0443 0601",53,"M","H",101,"STREET",306,"ROCK/THROWN OBJECT","IC","Invest Cont",230,NA,NA,NA,"6900    RADFORD                      AV","","(34.1959, -118.3921)"
"3651",111504018,"01/01/2011","12/31/2010",2300,15,"N Hollywood",1529,310,"BURGLARY","0325 0344 1414 1403 1609",10,"M","W",402,"MARKET",NA,"","IC","Invest Cont",310,NA,NA,NA,"10800    OXNARD                       ST","","(34.1794, -118.3659)"
"3652",111504020,"01/01/2011","12/31/2010",1545,15,"N Hollywood",1585,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329 1300",41,"M","W",101,"STREET",NA,"","IC","Invest Cont",740,NA,NA,NA,"VENTURA","ARCH","(34.1409, -118.3713)"
"3653",111504049,"12/31/2010","12/31/2010",1450,15,"N Hollywood",1526,624,"BATTERY - SIMPLE ASSAULT","0416",47,"M","O",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"6200    LANKERSHIM                   BL","","(34.1831, -118.3856)"
"3654",111504050,"12/31/2010","12/31/2010",1730,15,"N Hollywood",1555,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",13,"M","H",109,"PARK/PLAYGROUND",NA,"","IC","Invest Cont",440,NA,NA,NA,"LANKERSHIM","MAGNOLIA","(34.1649, -118.3746)"
"3655",111504051,"12/31/2010","12/31/2010",1145,15,"N Hollywood",1581,310,"BURGLARY","0114 0321 0344 0380 1202 1403 1606",91,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"4200    SAINT CLAIR                  AV","","(34.1467, -118.3998)"
"3656",111504053,"01/02/2011","12/31/2010",1600,15,"N Hollywood",1523,310,"BURGLARY","0339 0344 0935 1414 1403 1607",24,"M","W",710,"OTHER PREMISE",NA,"","IC","Invest Cont",310,NA,NA,NA,"12500    OXNARD                       ST","","(34.1794, -118.4052)"
"3657",111504066,"01/01/2011","12/31/2010",1930,15,"N Hollywood",1525,330,"BURGLARY FROM VEHICLE","0321 1302 1602",32,"F","B",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"11700    GILMORE                      ST","","(34.1875, -118.3877)"
"3658",111504067,"01/01/2011","12/31/2010",1700,15,"N Hollywood",1581,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344",40,"M","B",108,"PARKING LOT",NA,"","IC","Invest Cont",420,NA,NA,NA,"13100    MOORPARK                     ST","","(34.1504, -118.4181)"
"3659",111504075,"01/01/2011","12/31/2010",1400,15,"N Hollywood",1543,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",48,"M","B",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",745,NA,NA,NA,"12300    CHANDLER                     BL","","(34.1687, -118.4012)"
"3660",111504096,"01/02/2011","12/31/2010",1700,15,"N Hollywood",1581,330,"BURGLARY FROM VEHICLE","0344 1307 1609",64,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"12900    WOODBRIDGE                   ST","","(34.1482, -118.4138)"
"3661",111504106,"01/03/2011","12/31/2010",2000,15,"N Hollywood",1583,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344",57,"F","W",108,"PARKING LOT",NA,"","IC","Invest Cont",420,NA,NA,NA,"12000    VENTURA                      PL","","(34.1437, -118.3929)"
"3662",111504233,"01/05/2011","12/31/2010",2330,15,"N Hollywood",1589,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 0444",39,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","AO","Adult Other",440,NA,NA,NA,"3600    BARHAM                       BL","","(34.1362, -118.342)"
"3663",111504350,"01/07/2011","12/31/2010",1000,15,"N Hollywood",1566,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344",61,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",341,NA,NA,NA,"10900    WHIPPLE                      ST","","(34.1481, -118.3673)"
"3664",111504559,"01/12/2011","12/31/2010",1315,15,"N Hollywood",1549,624,"BATTERY - SIMPLE ASSAULT","0400 0562",48,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"5500    KLUMP                        AV","","(34.17, -118.3752)"
"3665",111504561,"01/12/2011","12/31/2010",1315,15,"N Hollywood",1549,624,"BATTERY - SIMPLE ASSAULT","0400 0553",20,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"5500    KLUMP                        AV","","(34.17, -118.3752)"
"3666",111504682,"01/13/2011","12/31/2010",1200,15,"N Hollywood",1519,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0344",34,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",745,NA,NA,NA,"6700    VINELAND                     AV","","(34.1922, -118.3703)"
"3667",111504910,"01/18/2011","12/31/2010",2355,15,"N Hollywood",1519,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",10,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"6700    DENNY                        AV","","(34.1922, -118.3648)"
"3668",111704013,"01/01/2011","12/31/2010",2100,17,"Devonshire",1745,510,"VEHICLE - STOLEN","",10,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"10400    ENCINO                       AV","","(34.2594, -118.5154)"
"3669",111604008,"01/01/2011","12/31/2010",1440,16,"Foothill",1672,231,"ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER","0908 1212 1223 1309",NA,"M","O",101,"STREET",307,"VEHICLE","IC","Invest Cont",231,NA,NA,NA,"LANKERSHIM                   BL","PENDLETON                    ST","(34.2279, -118.3878)"
"3670",111519015,"10/12/2011","12/31/2010",1200,15,"N Hollywood",1523,354,"THEFT OF IDENTITY","0924 1822",48,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"6000    BEEMAN                       AV","","(34.1794, -118.4073)"
"3671",111604006,"01/01/2011","12/31/2010",1900,16,"Foothill",1656,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",10,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"7700    DAY                          ST","","(34.2546, -118.3003)"
"3672",111604007,"01/01/2011","12/31/2010",1440,16,"Foothill",1672,231,"ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER","0908 1212 1223 1309",NA,"M","O",101,"STREET",307,"VEHICLE","IC","Invest Cont",231,NA,NA,NA,"LANKERSHIM                   BL","PENDLETON                    ST","(34.2279, -118.3878)"
"3673",111604009,"01/01/2011","12/31/2010",1440,16,"Foothill",1672,231,"ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER","0908 1212 1223 1309",NA,"M","O",101,"STREET",307,"VEHICLE","IC","Invest Cont",231,NA,NA,NA,"LANKERSHIM                   BL","PENDLETON                    ST","(34.2279, -118.3878)"
"3674",111604010,"01/01/2011","12/31/2010",1440,16,"Foothill",1672,231,"ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER","0908 1212 1223 1309",NA,"M","O",101,"STREET",307,"VEHICLE","IC","Invest Cont",231,NA,NA,NA,"LANKERSHIM                   BL","PENDLETON                    ST","(34.2279, -118.3878)"
"3675",111604034,"01/01/2011","12/31/2010",1930,16,"Foothill",1657,330,"BURGLARY FROM VEHICLE","0329 0344 1307 1609",24,"F","W",104,"DRIVEWAY",NA,"","IC","Invest Cont",330,NA,NA,NA,"10200    MOUNTAIR                     AV","","(34.2542, -118.2932)"
"3676",111604038,"12/31/2010","12/31/2010",1905,16,"Foothill",1638,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 1300 1608",20,"M","O",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"10400    PLAINVIEW                    AV","","(34.2574, -118.2979)"
"3677",111604040,"12/31/2010","12/31/2010",1310,16,"Foothill",1606,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344 0554",30,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",341,NA,NA,NA,"11600    GLAMIS                       ST","","(34.281, -118.3845)"
"3678",111604042,"12/31/2010","12/31/2010",1030,16,"Foothill",1698,901,"VIOLATION OF RESTRAINING ORDER","0913",25,"F","H",101,"STREET",NA,"","AA","Adult Arrest",901,NA,NA,NA,"10700    CANTARA                      ST","","(34.2191, -118.3633)"
"3679",111604044,"12/31/2010","12/31/2010",1800,16,"Foothill",1623,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329 1300",60,"M","W",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"11000    DE FOE                       AV","","(34.2689, -118.411)"
"3680",111604064,"01/03/2011","12/31/2010",1500,16,"Foothill",1675,510,"VEHICLE - STOLEN","",10,"","",108,"PARKING LOT",NA,"","IC","Invest Cont",510,NA,NA,NA,"11200    TUXFORD                      ST","","(34.2317, -118.3753)"
"3681",111604100,"01/03/2011","12/31/2010",1600,16,"Foothill",1675,310,"BURGLARY","0329 0344 0358 1609",33,"M","O",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",310,NA,NA,NA,"11200    TUXFORD                      ST","","(34.2317, -118.3753)"
"3682",111604103,"01/03/2011","12/31/2010",1230,16,"Foothill",1675,310,"BURGLARY","0329 0344 1609",43,"M","O",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",310,NA,NA,NA,"11100    PENROSE                      ST","","(34.2284, -118.3725)"
"3683",111604135,"01/04/2011","12/31/2010",1800,16,"Foothill",1615,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329 1300",27,"M","H",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"11700    FOOTHILL                     BL","","(34.2735, -118.3866)"
"3684",111604147,"01/04/2011","12/31/2010",2130,16,"Foothill",1601,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329 1300",25,"M","O",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"11700    GLENOAKS                     BL","","(34.2826, -118.4212)"
"3685",111604158,"01/04/2011","12/31/2010",1400,16,"Foothill",1695,354,"THEFT OF IDENTITY","0935",65,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"10800    KESWICK                      ST","","(34.2103, -118.366)"
"3686",111604217,"01/05/2011","12/31/2010",1600,16,"Foothill",1654,330,"BURGLARY FROM VEHICLE","0344 0358 1300",25,"F","H",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",330,NA,NA,NA,"12300    OSBORNE                      ST","","(34.2647, -118.4019)"
"3687",111604512,"01/11/2011","12/31/2010",1200,16,"Foothill",1617,354,"THEFT OF IDENTITY","0377 0930",56,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"10600    TURNBOW                      DR","","(34.2613, -118.3255)"
"3688",111604710,"01/15/2011","12/31/2010",1200,16,"Foothill",1691,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",53,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",440,NA,NA,NA,"8100    VANTAGE                      AV","","(34.2181, -118.3977)"
"3689",111605523,"02/02/2011","12/31/2010",1000,16,"Foothill",1691,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",56,"M","O",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",440,NA,NA,NA,"12600    WILLARD                      ST","","(34.2189, -118.4076)"
"3690",111611497,"06/07/2011","12/31/2010",1200,16,"Foothill",1657,354,"THEFT OF IDENTITY","0377 1822",31,"F","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"10000    PINEWOOD                     AV","","(34.2501, -118.2859)"
"3691",111700505,"01/04/2011","12/31/2010",1800,17,"Devonshire",1735,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",45,"M","H",104,"DRIVEWAY",NA,"","IC","Invest Cont",745,NA,NA,NA,"17000    CHATSWORTH                   ST","","(34.2648, -118.5023)"
"3692",111704001,"01/01/2011","12/31/2010",1705,17,"Devonshire",1764,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","1402",10,"M","X",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",442,998,NA,NA,"9300    TAMPA                        AV","","(34.2564, -118.5536)"
"3693",111704002,"01/01/2011","12/31/2010",1400,17,"Devonshire",1754,310,"BURGLARY","1402 1501 1602",23,"M","H",717,"HEALTH SPA/GYM",NA,"","JA","Juv Arrest",310,998,NA,NA,"18600    DEVONSHIRE                   ST","","(34.2573, -118.5383)"
"3694",111704008,"01/01/2011","12/31/2010",2145,17,"Devonshire",1747,310,"BURGLARY","0329 1607",40,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",310,NA,NA,NA,"16900    CHATSWORTH                   ST","","(34.2648, -118.5001)"
"3695",111704044,"01/02/2011","12/31/2010",1200,17,"Devonshire",1727,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",10,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"18800    TRIBUNE                      ST","","(34.2669, -118.5433)"
"3696",111704084,"01/03/2011","12/31/2010",1200,17,"Devonshire",1797,310,"BURGLARY","0344 1607",NA,"M","W",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",310,NA,NA,NA,"16200    PARTHENIA                    ST","","(34.2284, -118.4851)"
"3697",111704110,"01/03/2011","12/31/2010",2000,17,"Devonshire",1799,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0311 0329",60,"M","W",101,"STREET",NA,"","IC","Invest Cont",745,NA,NA,NA,"15900    NAPA                         ST","","(34.2265, -118.4788)"
"3698",111704111,"01/03/2011","12/31/2010",1230,17,"Devonshire",1767,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344",29,"M","W",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",341,NA,NA,NA,"9800    RESEDA                       BL","","(34.2482, -118.5361)"
"3699",111704133,"01/03/2011","12/31/2010",1530,17,"Devonshire",1718,310,"BURGLARY","0344 1606",42,"M","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"11200    GAVIOTA                      AV","","(34.2742, -118.4826)"
"3700",111704234,"01/05/2011","12/31/2010",1100,17,"Devonshire",1751,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344",49,"M","O",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"21700    SEPTO                        ST","","(34.2511, -118.6017)"
"3701",111704465,"01/10/2011","12/31/2010",1800,17,"Devonshire",1758,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329 1300",36,"M","H",101,"STREET",NA,"","IC","Invest Cont",740,NA,NA,NA,"10000    WOODLEY                      AV","","(34.252, -118.4849)"
"3702",111704975,"01/19/2011","12/31/2010",1800,17,"Devonshire",1756,354,"THEFT OF IDENTITY","0377 0928 1822",42,"M","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"10000    OAK PARK                     AV","","(34.2522, -118.5051)"
"3703",111705681,"02/02/2011","12/31/2010",1200,17,"Devonshire",1713,354,"THEFT OF IDENTITY","0377 0923 1822",47,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"18600    BRYMER                       ST","","(34.2812, -118.5379)"
"3704",111707410,"03/07/2011","12/31/2010",2100,17,"Devonshire",1759,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344",21,"M","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",341,NA,NA,NA,"15700    STARE                        ST","","(34.2528, -118.474)"
"3705",111800503,"01/01/2011","12/31/2010",1815,18,"Southeast",1837,310,"BURGLARY","0344 0358 1601",52,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"1700 E  113TH                        ST","","(33.9321, -118.2434)"
"3706",111804007,"01/01/2011","12/31/2010",2200,18,"Southeast",1841,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",49,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",440,NA,NA,NA,"800 W  IMPERIAL                     HY","","(33.931, -118.2893)"
"3707",111804013,"01/01/2011","12/31/2010",1130,18,"Southeast",1864,510,"VEHICLE - STOLEN","",10,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"118TH                        ST","CENTRAL                      ST","(33.9264, -118.2543)"
"3708",111804018,"01/01/2011","12/31/2010",2345,18,"Southeast",1806,510,"VEHICLE - STOLEN","",10,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"900 E  90TH                         ST","","(33.9547, -118.2586)"
"3709",111804026,"01/01/2011","12/31/2010",1300,18,"Southeast",1823,310,"BURGLARY","0344 1607",54,"M","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"10100 S  SAN PEDRO                    ST","","(33.9447, -118.2695)"
"3710",111804028,"01/01/2011","12/31/2010",2200,18,"Southeast",1802,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344 1609",28,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",341,NA,NA,NA,"300 W  90TH                         ST","","(33.9551, -118.2782)"
"3711",111804052,"01/02/2011","12/31/2010",1700,18,"Southeast",1822,310,"BURGLARY","0344 1402 1607",20,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"9800 S  MAIN                         ST","","(33.9472, -118.2739)"
"3712",111804168,"01/04/2011","12/31/2010",1700,18,"Southeast",1851,310,"BURGLARY","0344 0358 1202 1601",62,"M","H",213,"WAREHOUSE",NA,"","IC","Invest Cont",310,NA,NA,NA,"13000 S  FIGUEROA                     ST","","(33.9144, -118.2827)"
"3713",111804238,"01/06/2011","12/31/2010",1330,18,"Southeast",1891,354,"THEFT OF IDENTITY","0377",NA,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",354,NA,NA,NA,"800 W  165TH                        PL","","(33.8808, -118.2891)"
"3714",111804289,"01/06/2011","12/31/2010",1200,18,"Southeast",1804,354,"THEFT OF IDENTITY","0377 0922 1202 1822",81,"F","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"700 E  88TH                         PL","","(33.9565, -118.263)"
"3715",111904008,"12/31/2010","12/31/2010",1630,19,"Mission",1985,330,"BURGLARY FROM VEHICLE","0344 1300",34,"M","H",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"8300    VAN NUYS                     BL","","(34.2216, -118.4488)"
"3716",111904032,"12/31/2010","12/31/2010",1540,19,"Mission",1907,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 0377 1300",19,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",420,NA,NA,NA,"HUBBARD","GLADSTONE","(34.3101, -118.4273)"
"3717",111904034,"12/31/2010","12/31/2010",1800,19,"Mission",1998,330,"BURGLARY FROM VEHICLE","0344 1300 1307",25,"F","H",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"7800    VAN NUYS                     BL","","(34.212, -118.4488)"
"3718",111904035,"12/31/2010","12/31/2010",2220,19,"Mission",1985,624,"BATTERY - SIMPLE ASSAULT","0417",42,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"8500    TOBIAS                       AV","","(34.2248, -118.4516)"
"3719",111904036,"12/31/2010","12/31/2010",2200,19,"Mission",1966,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",38,"F","B",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",440,NA,NA,NA,"14500    DAY LILY                     LN","","(34.2416, -118.4479)"
"3720",111904037,"12/31/2010","12/31/2010",1900,19,"Mission",1918,310,"BURGLARY","0344",42,"M","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"12400    ADELPHIA                     AV","","(34.2964, -118.4198)"
"3721",111904038,"12/31/2010","12/31/2010",1500,19,"Mission",1984,310,"BURGLARY","0344 1609",32,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"8700    CEDROS                       AV","","(34.2282, -118.4536)"
"3722",111904039,"12/31/2010","12/31/2010",2030,19,"Mission",1917,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000",37,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"14000    FOOTHILL                     BL","","(34.3138, -118.4385)"
"3723",111904042,"12/31/2010","12/31/2010",2330,19,"Mission",1952,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0416 0417 2000",28,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"15500    TUBA                         ST","","(34.2564, -118.4696)"
"3724",111904044,"01/01/2011","12/31/2010",1500,19,"Mission",1913,330,"BURGLARY FROM VEHICLE","0344 1300 1307",32,"M","H",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"13000    BRADWELL                     AV","","(34.3068, -118.457)"
"3725",111904052,"12/31/2010","12/31/2010",1015,19,"Mission",1969,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329 1300",19,"M","H",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"9500    ARLETA                       AV","","(34.2421, -118.4261)"
"3726",111904068,"01/01/2011","12/31/2010",2000,19,"Mission",1917,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",52,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",740,NA,NA,NA,"13100    DRONFIELD                    AV","","(34.3089, -118.4386)"
"3727",111904071,"01/01/2011","12/31/2010",1000,19,"Mission",1985,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 1300",51,"M","O",108,"PARKING LOT",NA,"","IC","Invest Cont",420,NA,NA,NA,"TOBIAS","CHASE","(34.2248, -118.4516)"
